"code_uhbr","finest_name","date","method","community","abundance"
"TP_T_B1_R4","Thecofilosea::Cluster_1257","17/04/2023","metabarcoding","protists",20
"TP_T_B1_R2","Thecofilosea::Cluster_1259","17/04/2023","metabarcoding","protists",27
"TP_T_B1_R4","Thecofilosea::Cluster_1259","17/04/2023","metabarcoding","protists",45
"AF_T_B2_R4","Thecofilosea::Cluster_1277","17/04/2023","metabarcoding","protists",44
"TP_T_B2_R3","Thecofilosea::Cluster_1300","17/04/2023","metabarcoding","protists",35
"TP_T_B3_R4","Thecofilosea::Cluster_1304","17/04/2023","metabarcoding","protists",20
"AF_T_B3_R5","Thecofilosea::Cluster_1309","17/04/2023","metabarcoding","protists",63
"AF_C_B1_R1","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",34
"AF_C_B1_R2","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",181
"AF_C_B1_R4","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",213
"AF_C_B1_R5","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",62
"AF_C_B2_R1","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",243
"AF_C_B2_R2","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",172
"AF_C_B2_R3","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",70
"AF_C_B2_R4","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",369
"AF_C_B2_R5","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",479
"AF_C_B3_R4","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",30
"AF_T_B1_R1","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",35
"AF_T_B2_R1","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",27
"AF_T_B2_R2","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",32
"AF_T_B2_R3","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",39
"AF_T_B2_R4","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",33
"AF_T_B3_R2","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",59
"MC_C_B1_R2","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",54
"MC_C_B1_R3","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",57
"MC_C_B1_R5","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",50
"MC_C_B2_R1","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",84
"MC_C_B2_R2","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",77
"MC_C_B2_R3","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",88
"MC_C_B2_R4","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",22
"MC_C_B2_R5","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",357
"MC_C_B3_R1","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",71
"MC_C_B3_R2","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",38
"MC_C_B3_R3","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",73
"MC_C_B3_R4","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",67
"MC_C_B3_R5","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",58
"TP_T_B1_R2","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",21
"TP_T_B1_R3","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",35
"TP_T_B2_R3","Thecofilosea::Cluster_134","17/04/2023","metabarcoding","protists",31
"AF_C_B1_R5","Thecofilosea::Cluster_1349","17/04/2023","metabarcoding","protists",26
"MC_C_B2_R3","Thecofilosea::Cluster_1349","17/04/2023","metabarcoding","protists",23
"AF_T_B2_R4","Thecofilosea::Cluster_1358","17/04/2023","metabarcoding","protists",66
"AF_C_B1_R1","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",50
"AF_C_B1_R3","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",53
"AF_C_B1_R5","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",33
"AF_C_B2_R1","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",23
"AF_C_B2_R2","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",35
"AF_C_B2_R3","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",67
"AF_C_B2_R5","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",27
"AF_C_B3_R1","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",135
"AF_C_B3_R2","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",32
"AF_C_B3_R4","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",31
"AF_C_B3_R5","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",27
"AF_T_B1_R3","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",32
"AF_T_B1_R4","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",42
"AF_T_B2_R2","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",40
"AF_T_B3_R1","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",53
"AF_T_B3_R2","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",57
"AF_T_B3_R3","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",79
"AF_T_B3_R4","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",56
"AF_T_B3_R5","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",16
"MC_C_B2_R1","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",59
"MC_C_B2_R2","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",42
"MC_C_B2_R3","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",44
"MC_C_B2_R5","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",26
"TP_T_B2_R3","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",30
"TP_T_B3_R2","Thecofilosea::Cluster_136","17/04/2023","metabarcoding","protists",39
"MC_C_B1_R4","Thecofilosea::Cluster_1376","17/04/2023","metabarcoding","protists",27
"MC_C_B3_R1","Thecofilosea::Cluster_1410","17/04/2023","metabarcoding","protists",28
"MC_C_B3_R4","Thecofilosea::Cluster_1410","17/04/2023","metabarcoding","protists",25
"AF_C_B3_R3","Thecofilosea::Cluster_143","17/04/2023","metabarcoding","protists",315
"AF_C_B3_R4","Thecofilosea::Cluster_143","17/04/2023","metabarcoding","protists",60
"AF_C_B3_R5","Thecofilosea::Cluster_143","17/04/2023","metabarcoding","protists",641
"AF_T_B3_R4","Thecofilosea::Cluster_143","17/04/2023","metabarcoding","protists",90
"AF_T_B3_R5","Thecofilosea::Cluster_143","17/04/2023","metabarcoding","protists",40
"TP_T_B3_R4","Thecofilosea::Cluster_143","17/04/2023","metabarcoding","protists",23
"AF_T_B2_R4","Thecofilosea::Cluster_1451","17/04/2023","metabarcoding","protists",49
"MC_C_B1_R4","Thecofilosea::Cluster_1468","17/04/2023","metabarcoding","protists",46
"AF_T_B1_R1","Thecofilosea::Cluster_149","17/04/2023","metabarcoding","protists",673
"AF_T_B1_R3","Thecofilosea::Cluster_149","17/04/2023","metabarcoding","protists",47
"AF_T_B2_R4","Thecofilosea::Cluster_149","17/04/2023","metabarcoding","protists",80
"AF_T_B3_R2","Thecofilosea::Cluster_149","17/04/2023","metabarcoding","protists",255
"TP_T_B1_R3","Thecofilosea::Cluster_149","17/04/2023","metabarcoding","protists",116
"TP_T_B3_R2","Thecofilosea::Cluster_149","17/04/2023","metabarcoding","protists",23
"AF_T_B2_R4","Thecofilosea::Cluster_1490","17/04/2023","metabarcoding","protists",45
"AF_T_B1_R5","Thecofilosea::Cluster_1532","17/04/2023","metabarcoding","protists",36
"MC_C_B1_R2","Thecofilosea::Cluster_1622","17/04/2023","metabarcoding","protists",39
"TP_T_B2_R2","Thecofilosea::Cluster_1671","17/04/2023","metabarcoding","protists",29
"AF_C_B3_R3","Thecofilosea::Cluster_1698","17/04/2023","metabarcoding","protists",29
"AF_C_B2_R2","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",49
"AF_C_B2_R5","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",198
"AF_C_B3_R1","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",207
"AF_C_B3_R2","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",190
"AF_C_B3_R3","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",639
"AF_C_B3_R4","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",615
"AF_C_B3_R5","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",703
"AF_T_B1_R3","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",163
"AF_T_B1_R4","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",395
"AF_T_B2_R2","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",93
"AF_T_B2_R5","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",604
"AF_T_B3_R1","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",234
"AF_T_B3_R2","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",387
"AF_T_B3_R3","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",544
"AF_T_B3_R4","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",432
"AF_T_B3_R5","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",1022
"MC_C_B2_R1","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",38
"MC_C_B2_R2","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",256
"MC_C_B2_R3","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",44
"MC_C_B2_R4","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",66
"MC_C_B2_R5","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",115
"TP_T_B3_R1","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",57
"TP_T_B3_R2","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",368
"TP_T_B3_R3","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",437
"TP_T_B3_R4","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",413
"TP_T_B3_R5","Thecofilosea::Cluster_17","17/04/2023","metabarcoding","protists",486
"TP_T_B1_R2","Thecofilosea::Cluster_175","17/04/2023","metabarcoding","protists",86
"TP_T_B2_R5","Thecofilosea::Cluster_175","17/04/2023","metabarcoding","protists",970
"AF_C_B1_R1","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",29
"AF_C_B1_R3","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",46
"AF_C_B1_R4","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",46
"AF_C_B1_R5","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",106
"AF_C_B2_R2","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",35
"AF_C_B2_R3","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",106
"AF_C_B2_R4","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",68
"AF_C_B3_R2","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",34
"AF_C_B3_R3","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",38
"AF_C_B3_R4","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",152
"AF_T_B1_R3","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",511
"AF_T_B1_R4","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",559
"AF_T_B1_R5","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",263
"AF_T_B2_R1","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",369
"AF_T_B2_R2","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",152
"AF_T_B2_R3","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",619
"AF_T_B2_R4","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",586
"AF_T_B2_R5","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",511
"AF_T_B3_R1","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",176
"AF_T_B3_R2","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",175
"AF_T_B3_R3","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",473
"AF_T_B3_R4","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",313
"AF_T_B3_R5","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",148
"MC_C_B1_R3","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",31
"MC_C_B2_R1","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",44
"MC_C_B2_R2","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",286
"MC_C_B2_R3","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",87
"MC_C_B2_R5","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",151
"TP_T_B1_R1","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",103
"TP_T_B1_R3","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",36
"TP_T_B1_R4","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",25
"TP_T_B1_R5","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",44
"TP_T_B2_R2","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",325
"TP_T_B2_R3","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",349
"TP_T_B2_R4","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",273
"TP_T_B2_R5","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",136
"TP_T_B3_R1","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",244
"TP_T_B3_R2","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",415
"TP_T_B3_R3","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",197
"TP_T_B3_R4","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",50
"TP_T_B3_R5","Thecofilosea::Cluster_18","17/04/2023","metabarcoding","protists",399
"AF_C_B1_R1","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",55
"AF_C_B1_R2","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",30
"AF_C_B1_R3","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",28
"AF_C_B1_R5","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",44
"AF_C_B2_R1","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",50
"AF_C_B2_R2","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",28
"AF_C_B2_R3","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",29
"AF_C_B2_R4","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",78
"AF_C_B2_R5","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",39
"AF_C_B3_R1","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",61
"AF_C_B3_R3","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",43
"AF_C_B3_R4","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",26
"AF_C_B3_R5","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",48
"AF_T_B1_R4","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",23
"AF_T_B2_R3","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",30
"MC_C_B1_R1","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",34
"MC_C_B1_R2","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",50
"MC_C_B1_R3","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",73
"MC_C_B1_R4","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",62
"MC_C_B1_R5","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",85
"MC_C_B2_R1","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",26
"MC_C_B2_R2","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",48
"MC_C_B2_R3","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",42
"MC_C_B2_R4","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",43
"MC_C_B3_R3","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",29
"MC_C_B3_R4","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",35
"TP_T_B1_R5","Thecofilosea::Cluster_180","17/04/2023","metabarcoding","protists",39
"AF_C_B1_R1","Thecofilosea::Cluster_181","17/04/2023","metabarcoding","protists",38
"AF_C_B2_R4","Thecofilosea::Cluster_181","17/04/2023","metabarcoding","protists",234
"MC_C_B1_R1","Thecofilosea::Cluster_181","17/04/2023","metabarcoding","protists",151
"MC_C_B1_R2","Thecofilosea::Cluster_181","17/04/2023","metabarcoding","protists",100
"MC_C_B1_R3","Thecofilosea::Cluster_181","17/04/2023","metabarcoding","protists",45
"MC_C_B1_R4","Thecofilosea::Cluster_181","17/04/2023","metabarcoding","protists",48
"MC_C_B1_R5","Thecofilosea::Cluster_181","17/04/2023","metabarcoding","protists",41
"MC_C_B2_R4","Thecofilosea::Cluster_181","17/04/2023","metabarcoding","protists",29
"AF_T_B2_R4","Thecofilosea::Cluster_1823","17/04/2023","metabarcoding","protists",29
"AF_T_B1_R1","Thecofilosea::Cluster_1905","17/04/2023","metabarcoding","protists",30
"AF_T_B2_R3","Thecofilosea::Cluster_1908","17/04/2023","metabarcoding","protists",32
"AF_T_B1_R1","Thecofilosea::Cluster_195","17/04/2023","metabarcoding","protists",350
"AF_T_B1_R3","Thecofilosea::Cluster_195","17/04/2023","metabarcoding","protists",56
"AF_T_B1_R4","Thecofilosea::Cluster_195","17/04/2023","metabarcoding","protists",28
"AF_T_B1_R5","Thecofilosea::Cluster_195","17/04/2023","metabarcoding","protists",23
"AF_T_B2_R4","Thecofilosea::Cluster_195","17/04/2023","metabarcoding","protists",69
"TP_T_B1_R2","Thecofilosea::Cluster_195","17/04/2023","metabarcoding","protists",34
"TP_T_B1_R5","Thecofilosea::Cluster_195","17/04/2023","metabarcoding","protists",62
"TP_T_B2_R1","Thecofilosea::Cluster_195","17/04/2023","metabarcoding","protists",33
"TP_T_B2_R4","Thecofilosea::Cluster_195","17/04/2023","metabarcoding","protists",54
"TP_T_B2_R5","Thecofilosea::Cluster_195","17/04/2023","metabarcoding","protists",30
"TP_T_B3_R1","Thecofilosea::Cluster_195","17/04/2023","metabarcoding","protists",25
"AF_T_B1_R5","Thecofilosea::Cluster_1955","17/04/2023","metabarcoding","protists",28
"TP_T_B1_R3","Thecofilosea::Cluster_1958","17/04/2023","metabarcoding","protists",29
"AF_T_B1_R2","Thecofilosea::Cluster_197","17/04/2023","metabarcoding","protists",57
"AF_T_B2_R4","Thecofilosea::Cluster_197","17/04/2023","metabarcoding","protists",90
"MC_C_B1_R4","Thecofilosea::Cluster_197","17/04/2023","metabarcoding","protists",33
"MC_C_B3_R2","Thecofilosea::Cluster_197","17/04/2023","metabarcoding","protists",112
"MC_C_B3_R3","Thecofilosea::Cluster_197","17/04/2023","metabarcoding","protists",106
"MC_C_B3_R5","Thecofilosea::Cluster_197","17/04/2023","metabarcoding","protists",35
"TP_T_B1_R2","Thecofilosea::Cluster_197","17/04/2023","metabarcoding","protists",71
"TP_T_B1_R3","Thecofilosea::Cluster_197","17/04/2023","metabarcoding","protists",56
"TP_T_B1_R4","Thecofilosea::Cluster_197","17/04/2023","metabarcoding","protists",49
"TP_T_B1_R5","Thecofilosea::Cluster_197","17/04/2023","metabarcoding","protists",126
"TP_T_B2_R1","Thecofilosea::Cluster_197","17/04/2023","metabarcoding","protists",73
"AF_C_B1_R1","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",5635
"AF_C_B1_R2","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",5584
"AF_C_B1_R3","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",7391
"AF_C_B1_R4","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",5316
"AF_C_B1_R5","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",4673
"AF_C_B2_R1","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",6003
"AF_C_B2_R2","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2630
"AF_C_B2_R3","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",4907
"AF_C_B2_R4","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",5168
"AF_C_B2_R5","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",4324
"AF_C_B3_R1","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",5085
"AF_C_B3_R2","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2964
"AF_C_B3_R3","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2516
"AF_C_B3_R4","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2109
"AF_C_B3_R5","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",3291
"AF_T_B1_R1","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",1859
"AF_T_B1_R2","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",1379
"AF_T_B1_R3","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",1074
"AF_T_B1_R4","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",1010
"AF_T_B1_R5","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",1267
"AF_T_B2_R1","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2337
"AF_T_B2_R2","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2123
"AF_T_B2_R3","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",1911
"AF_T_B2_R4","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",3486
"AF_T_B2_R5","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2266
"AF_T_B3_R1","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2833
"AF_T_B3_R2","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2927
"AF_T_B3_R3","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",974
"AF_T_B3_R4","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",587
"AF_T_B3_R5","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",787
"MC_C_B1_R1","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",7720
"MC_C_B1_R2","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",6201
"MC_C_B1_R3","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",7325
"MC_C_B1_R4","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",9458
"MC_C_B1_R5","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",5586
"MC_C_B2_R1","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",4486
"MC_C_B2_R2","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",4995
"MC_C_B2_R3","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",6721
"MC_C_B2_R4","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",6516
"MC_C_B2_R5","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",6320
"MC_C_B3_R1","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",4560
"MC_C_B3_R2","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2888
"MC_C_B3_R3","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",3561
"MC_C_B3_R4","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",4376
"MC_C_B3_R5","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2607
"TP_T_B1_R1","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2617
"TP_T_B1_R2","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2060
"TP_T_B1_R3","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",4574
"TP_T_B1_R4","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",3344
"TP_T_B1_R5","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",1829
"TP_T_B2_R1","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2234
"TP_T_B2_R2","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2899
"TP_T_B2_R3","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",2349
"TP_T_B2_R4","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",1497
"TP_T_B2_R5","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",1305
"TP_T_B3_R1","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",650
"TP_T_B3_R2","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",1300
"TP_T_B3_R3","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",729
"TP_T_B3_R4","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",448
"TP_T_B3_R5","Thecofilosea::Cluster_2","17/04/2023","metabarcoding","protists",1416
"AF_C_B2_R2","Thecofilosea::Cluster_201","17/04/2023","metabarcoding","protists",71
"AF_C_B2_R3","Thecofilosea::Cluster_201","17/04/2023","metabarcoding","protists",40
"AF_C_B2_R5","Thecofilosea::Cluster_201","17/04/2023","metabarcoding","protists",44
"TP_T_B2_R4","Thecofilosea::Cluster_201","17/04/2023","metabarcoding","protists",23
"TP_T_B3_R1","Thecofilosea::Cluster_201","17/04/2023","metabarcoding","protists",55
"TP_T_B3_R2","Thecofilosea::Cluster_201","17/04/2023","metabarcoding","protists",162
"TP_T_B3_R3","Thecofilosea::Cluster_201","17/04/2023","metabarcoding","protists",75
"TP_T_B3_R4","Thecofilosea::Cluster_201","17/04/2023","metabarcoding","protists",59
"TP_T_B3_R5","Thecofilosea::Cluster_201","17/04/2023","metabarcoding","protists",120
"AF_C_B2_R2","Thecofilosea::Cluster_202","17/04/2023","metabarcoding","protists",29
"AF_C_B2_R5","Thecofilosea::Cluster_202","17/04/2023","metabarcoding","protists",28
"AF_T_B1_R1","Thecofilosea::Cluster_202","17/04/2023","metabarcoding","protists",28
"AF_T_B1_R2","Thecofilosea::Cluster_202","17/04/2023","metabarcoding","protists",96
"AF_T_B1_R3","Thecofilosea::Cluster_202","17/04/2023","metabarcoding","protists",40
"AF_T_B1_R4","Thecofilosea::Cluster_202","17/04/2023","metabarcoding","protists",120
"AF_T_B1_R5","Thecofilosea::Cluster_202","17/04/2023","metabarcoding","protists",63
"AF_T_B2_R1","Thecofilosea::Cluster_202","17/04/2023","metabarcoding","protists",109
"AF_T_B2_R2","Thecofilosea::Cluster_202","17/04/2023","metabarcoding","protists",30
"AF_T_B2_R3","Thecofilosea::Cluster_202","17/04/2023","metabarcoding","protists",87
"AF_T_B3_R1","Thecofilosea::Cluster_202","17/04/2023","metabarcoding","protists",39
"AF_T_B3_R2","Thecofilosea::Cluster_202","17/04/2023","metabarcoding","protists",55
"AF_T_B3_R4","Thecofilosea::Cluster_202","17/04/2023","metabarcoding","protists",28
