"","name","year","usage","bloc","treatment","habitat","rep","id_sample","INat","abundance","stade","genusName","modalite","month","code","rankName","fullName","familyName","orderName","className","phylumName"
"1890","Psilothrix viridicoerulea",2023,"F",1,"C","Forest",1,"ANI-23-0299",NA,2,"Ad","Psilothrix","F","04/23","1F1","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1891","Psilothrix viridicoerulea",2023,"F",1,"C","Forest",2,"ANI-23-0300",NA,3,"Ad","Psilothrix","F","04/23","1F2","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1892","Psilothrix viridicoerulea",2023,"F",1,"C","Forest",3,"ANI-23-0301",NA,3,"Ad","Psilothrix","F","04/23","1F3","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1893","Psilothrix viridicoerulea",2023,"F",1,"C","Forest",4,"ANI-23-0302",NA,1,"Ad","Psilothrix","F","04/23","1F4","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1894","Psilothrix viridicoerulea",2023,"F",1,"C","Forest",5,"ANI-23-0303",NA,1,"Ad","Psilothrix","F","04/23","1F5","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1895","Psilothrix viridicoerulea",2023,"F",2,"C","Forest",1,"ANI-23-0319",NA,3,"Ad","Psilothrix","F","04/23","2F1","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1896","Psilothrix viridicoerulea",2023,"F",2,"C","Forest",2,"ANI-23-0320",NA,2,"Ad","Psilothrix","F","04/23","2F2","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1897","Psilothrix viridicoerulea",2023,"F",2,"C","Forest",4,"ANI-23-0322",NA,3,"Ad","Psilothrix","F","04/23","2F4","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1898","Psilothrix viridicoerulea",2023,"F",2,"C","Forest",5,"ANI-23-0323",NA,5,"Ad","Psilothrix","F","04/23","2F5","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1899","Psilothrix viridicoerulea",2023,"F",3,"C","Forest",2,"ANI-23-0340",NA,1,"Ad","Psilothrix","F","04/23","3F2","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1900","Psilothrix viridicoerulea",2023,"F",3,"C","Forest",3,"ANI-23-0341",NA,3,"Ad","Psilothrix","F","04/23","3F3","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1901","Psilothrix viridicoerulea",2023,"F",3,"C","Forest",4,"ANI-23-0342",NA,5,"Ad","Psilothrix","F","04/23","3F4","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1902","Psilothrix viridicoerulea",2023,"F",3,"C","Forest",5,"ANI-23-0343",NA,1,"Ad","Psilothrix","F","04/23","3F5","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1903","Psilothrix viridicoerulea",2023,"AF",1,"C","LSA",1,"ANI-23-0289",NA,2,"Ad","Psilothrix","AF_LSA","04/23","1AF_LSA1","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1904","Psilothrix viridicoerulea",2023,"AF",1,"C","LSA",2,"ANI-23-0291",NA,6,"Ad","Psilothrix","AF_LSA","04/23","1AF_LSA2","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1905","Psilothrix viridicoerulea",2023,"AF",1,"C","LSA",3,"ANI-23-0293",NA,3,"Ad","Psilothrix","AF_LSA","04/23","1AF_LSA3","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1906","Psilothrix viridicoerulea",2023,"AF",1,"C","LSA",4,"ANI-23-0295",NA,1,"Ad","Psilothrix","AF_LSA","04/23","1AF_LSA4","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1907","Psilothrix viridicoerulea",2023,"AF",2,"C","LSA",1,"ANI-23-0309",NA,5,"Ad","Psilothrix","AF_LSA","04/23","2AF_LSA1","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1908","Psilothrix viridicoerulea",2023,"AF",2,"C","LSA",2,"ANI-23-0311",NA,14,"Ad","Psilothrix","AF_LSA","04/23","2AF_LSA2","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1909","Psilothrix viridicoerulea",2023,"AF",2,"C","LSA",3,"ANI-23-0313",NA,17,"Ad","Psilothrix","AF_LSA","04/23","2AF_LSA3","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1910","Psilothrix viridicoerulea",2023,"AF",2,"C","LSA",5,"ANI-23-0317",NA,7,"Ad","Psilothrix","AF_LSA","04/23","2AF_LSA5","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1911","Psilothrix viridicoerulea",2023,"AF",2,"C","cult",3,"ANI-23-0314",NA,20,"Ad","Psilothrix","AF_C","04/23","2AF_C3","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1912","Psilothrix viridicoerulea",2023,"AF",3,"C","LSA",1,"ANI-23-0329",NA,7,"Ad","Psilothrix","AF_LSA","04/23","3AF_LSA1","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1913","Psilothrix viridicoerulea",2023,"AF",3,"C","LSA",2,"ANI-23-0331",NA,12,"Ad","Psilothrix","AF_LSA","04/23","3AF_LSA2","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1914","Psilothrix viridicoerulea",2023,"AF",3,"C","LSA",3,"ANI-23-0333",NA,2,"Ad","Psilothrix","AF_LSA","04/23","3AF_LSA3","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1915","Psilothrix viridicoerulea",2023,"AF",3,"C","LSA",4,"ANI-23-0335",NA,12,"Ad","Psilothrix","AF_LSA","04/23","3AF_LSA4","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1916","Psilothrix viridicoerulea",2023,"AF",3,"C","LSA",5,"ANI-23-0337",NA,10,"Ad","Psilothrix","AF_LSA","04/23","3AF_LSA5","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1917","Psilothrix viridicoerulea",2023,"AF",1,"C","cult",1,"ANI-23-0290",NA,14,"Ad","Psilothrix","AF_C","04/23","1AF_C1","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1918","Psilothrix viridicoerulea",2023,"AF",1,"C","cult",2,"ANI-23-0292",NA,7,"Ad","Psilothrix","AF_C","04/23","1AF_C2","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1919","Psilothrix viridicoerulea",2023,"AF",1,"C","cult",3,"ANI-23-0294",NA,12,"Ad","Psilothrix","AF_C","04/23","1AF_C3","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1920","Psilothrix viridicoerulea",2023,"AF",1,"C","cult",4,"ANI-23-0296",NA,26,"Ad","Psilothrix","AF_C","04/23","1AF_C4","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1921","Psilothrix viridicoerulea",2023,"AF",1,"C","cult",5,"ANI-23-0298",NA,15,"Ad","Psilothrix","AF_C","04/23","1AF_C5","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1922","Psilothrix viridicoerulea",2023,"AF",2,"C","cult",1,"ANI-23-0310",NA,30,"Ad","Psilothrix","AF_C","04/23","2AF_C1","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1923","Psilothrix viridicoerulea",2023,"AF",2,"C","cult",2,"ANI-23-0312",NA,22,"Ad","Psilothrix","AF_C","04/23","2AF_C2","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1924","Psilothrix viridicoerulea",2023,"AF",2,"C","cult",4,"ANI-23-0316",NA,37,"Ad","Psilothrix","AF_C","04/23","2AF_C4","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1925","Psilothrix viridicoerulea",2023,"AF",3,"C","cult",4,"ANI-23-0336",NA,19,"Ad","Psilothrix","AF_C","04/23","3AF_C4","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1926","Psilothrix viridicoerulea",2023,"AF",2,"C","cult",5,"ANI-23-0318",NA,34,"Ad","Psilothrix","AF_C","04/23","2AF_C5","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1927","Psilothrix viridicoerulea",2023,"AF",3,"C","cult",1,"ANI-23-0330",NA,16,"Ad","Psilothrix","AF_C","04/23","3AF_C1","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1928","Psilothrix viridicoerulea",2023,"AF",3,"C","cult",2,"ANI-23-0332",NA,34,"Ad","Psilothrix","AF_C","04/23","3AF_C2","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1929","Psilothrix viridicoerulea",2023,"AF",3,"C","cult",5,"ANI-23-0338",NA,30,"Ad","Psilothrix","AF_C","04/23","3AF_C5","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1930","Psilothrix viridicoerulea",2023,"AF",3,"C","cult",3,"ANI-23-0334",NA,25,"Ad","Psilothrix","AF_C","04/23","3AF_C3","Espèce","Psilothrix viridicoerulea (Geoffroy, 1785)","Melyridae","Coleoptera","Insecta","Arthropoda"
"1931","Psocodea",2023,"C",2,"C","Cult",1,"ANI-23-0204",NA,1,"Ad",NA,"C","03/23","2C1","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1932","Psocodea",2023,"C",2,"C","Cult",2,"ANI-23-0205",NA,3,"Ad",NA,"C","03/23","2C2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1933","Psocodea",2023,"C",2,"C","Cult",3,"ANI-23-0206",NA,5,"Ad",NA,"C","03/23","2C3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1934","Psocodea",2023,"C",2,"C","Cult",4,"ANI-23-0207",NA,2,"Ad",NA,"C","03/23","2C4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1935","Psocodea",2023,"C",2,"C","Cult",5,"ANI-23-0208",NA,6,"Ad",NA,"C","03/23","2C5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1936","Psocodea",2023,"C",3,"C","Cult",1,"ANI-23-0224",NA,4,"Ad",NA,"C","03/23","3C1","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1937","Psocodea",2023,"C",3,"C","Cult",2,"ANI-23-0225",NA,6,"Ad",NA,"C","03/23","3C2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1938","Psocodea",2023,"C",3,"C","Cult",3,"ANI-23-0226",NA,4,"Ad",NA,"C","03/23","3C3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1939","Psocodea",2023,"C",3,"C","Cult",4,"ANI-23-0227",NA,5,"Ad",NA,"C","03/23","3C4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1940","Psocodea",2023,"C",3,"C","Cult",5,"ANI-23-0228",NA,7,"Ad",NA,"C","03/23","3C5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1941","Psocodea",2023,"F",1,"C","Forest",4,"ANI-23-0182",NA,1,"Ad",NA,"F","03/23","1F4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1942","Psocodea",2023,"F",1,"C","Forest",5,"ANI-23-0183",NA,1,"Ad",NA,"F","03/23","1F5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1943","Psocodea",2023,"F",2,"C","Forest",1,"ANI-23-0199",NA,14,"Ad",NA,"F","03/23","2F1","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1944","Psocodea",2023,"F",2,"C","Forest",2,"ANI-23-0200",NA,24,"Ad",NA,"F","03/23","2F2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1945","Psocodea",2023,"F",2,"C","Forest",3,"ANI-23-0201",NA,16,"Ad",NA,"F","03/23","2F3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1946","Psocodea",2023,"F",2,"C","Forest",4,"ANI-23-0202",NA,16,"Ad",NA,"F","03/23","2F4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1947","Psocodea",2023,"F",2,"C","Forest",5,"ANI-23-0203",NA,14,"Ad",NA,"F","03/23","2F5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1948","Psocodea",2023,"F",3,"C","Forest",2,"ANI-23-0220",NA,14,"Ad",NA,"F","03/23","3F2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1949","Psocodea",2023,"F",3,"C","Forest",3,"ANI-23-0221",NA,16,"Ad",NA,"F","03/23","3F3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1950","Psocodea",2023,"F",3,"C","Forest",4,"ANI-23-0222",NA,7,"Ad",NA,"F","03/23","3F4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1951","Psocodea",2023,"F",3,"C","Forest",5,"ANI-23-0223",NA,19,"Ad",NA,"F","03/23","3F5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1952","Psocodea",2023,"AF",1,"C","LSA",1,"ANI-23-0169",NA,2,"Ad",NA,"AF_LSA","03/23","1AF_LSA1","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1953","Psocodea",2023,"AF",1,"C","LSA",3,"ANI-23-0173",NA,1,"Ad",NA,"AF_LSA","03/23","1AF_LSA3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1954","Psocodea",2023,"AF",1,"C","LSA",4,"ANI-23-0175",NA,3,"Ad",NA,"AF_LSA","03/23","1AF_LSA4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1955","Psocodea",2023,"AF",1,"C","LSA",5,"ANI-23-0177",NA,2,"Ad",NA,"AF_LSA","03/23","1AF_LSA5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1956","Psocodea",2023,"AF",2,"C","LSA",1,"ANI-23-0189",NA,8,"Ad",NA,"AF_LSA","03/23","2AF_LSA1","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1957","Psocodea",2023,"AF",2,"C","LSA",2,"ANI-23-0191",NA,22,"Ad",NA,"AF_LSA","03/23","2AF_LSA2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1958","Psocodea",2023,"AF",2,"C","LSA",3,"ANI-23-0193",NA,6,"Ad",NA,"AF_LSA","03/23","2AF_LSA3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1959","Psocodea",2023,"AF",2,"C","LSA",4,"ANI-23-0195",NA,13,"Ad",NA,"AF_LSA","03/23","2AF_LSA4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1960","Psocodea",2023,"AF",2,"C","LSA",5,"ANI-23-0197",NA,13,"Ad",NA,"AF_LSA","03/23","2AF_LSA5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1961","Psocodea",2023,"AF",3,"C","LSA",1,"ANI-23-0209",NA,50,"Ad",NA,"AF_LSA","03/23","3AF_LSA1","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1962","Psocodea",2023,"AF",3,"C","LSA",2,"ANI-23-0211",NA,26,"Ad",NA,"AF_LSA","03/23","3AF_LSA2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1963","Psocodea",2023,"AF",3,"C","LSA",3,"ANI-23-0213",NA,22,"Ad",NA,"AF_LSA","03/23","3AF_LSA3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1964","Psocodea",2023,"AF",3,"C","LSA",4,"ANI-23-0215",NA,13,"Ad",NA,"AF_LSA","03/23","3AF_LSA4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1965","Psocodea",2023,"AF",3,"C","LSA",5,"ANI-23-0217",NA,4,"Ad",NA,"AF_LSA","03/23","3AF_LSA5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1966","Psocodea",2023,"AF",1,"C","cult",3,"ANI-23-0174",NA,2,"Ad",NA,"AF_C","03/23","1AF_C3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1967","Psocodea",2023,"AF",1,"C","cult",4,"ANI-23-0176",NA,1,"Ad",NA,"AF_C","03/23","1AF_C4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1968","Psocodea",2023,"AF",2,"C","cult",1,"ANI-23-0190",NA,5,"Ad",NA,"AF_C","03/23","2AF_C1","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1969","Psocodea",2023,"AF",2,"C","cult",2,"ANI-23-0192",NA,6,"Ad",NA,"AF_C","03/23","2AF_C2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1970","Psocodea",2023,"AF",2,"C","cult",3,"ANI-23-0194",NA,3,"Ad",NA,"AF_C","03/23","2AF_C3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1971","Psocodea",2023,"AF",2,"C","cult",4,"ANI-23-0196",NA,7,"Ad",NA,"AF_C","03/23","2AF_C4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1972","Psocodea",2023,"AF",2,"C","cult",5,"ANI-23-0198",NA,4,"Ad",NA,"AF_C","03/23","2AF_C5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1973","Psocodea",2023,"AF",3,"C","cult",1,"ANI-23-0210",NA,20,"Ad",NA,"AF_C","03/23","3AF_C1","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1974","Psocodea",2023,"AF",3,"C","cult",2,"ANI-23-0212",NA,15,"Ad",NA,"AF_C","03/23","3AF_C2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1975","Psocodea",2023,"AF",3,"C","cult",3,"ANI-23-0214",NA,7,"Ad",NA,"AF_C","03/23","3AF_C3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1976","Psocodea",2023,"AF",3,"C","cult",4,"ANI-23-0216",NA,12,"Ad",NA,"AF_C","03/23","3AF_C4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1977","Psocodea",2023,"AF",3,"C","cult",5,"ANI-23-0218",NA,5,"Ad",NA,"AF_C","03/23","3AF_C5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1978","Psocodea",2023,"C",3,"C","Cult",5,"ANI-23-0348",NA,1,"Ad",NA,"C","04/23","3C5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1979","Psocodea",2023,"C",1,"C","Cult",4,"ANI-23-0307",NA,1,"Ad",NA,"C","04/23","1C4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1980","Psocodea",2023,"C",2,"C","Cult",2,"ANI-23-0325",NA,2,"Ad",NA,"C","04/23","2C2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1981","Psocodea",2023,"C",2,"C","Cult",3,"ANI-23-0326",NA,1,"Ad",NA,"C","04/23","2C3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1982","Psocodea",2023,"C",2,"C","Cult",4,"ANI-23-0327",NA,1,"Ad",NA,"C","04/23","2C4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1983","Psocodea",2023,"C",3,"C","Cult",1,"ANI-23-0344",NA,2,"Ad",NA,"C","04/23","3C1","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1984","Psocodea",2023,"C",3,"C","Cult",3,"ANI-23-0346",NA,3,"Ad",NA,"C","04/23","3C3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1985","Psocodea",2023,"C",3,"C","Cult",4,"ANI-23-0347",NA,1,"Ad",NA,"C","04/23","3C4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1986","Psocodea",2023,"F",1,"C","Forest",1,"ANI-23-0299",NA,2,"Ad",NA,"F","04/23","1F1","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1987","Psocodea",2023,"F",1,"C","Forest",2,"ANI-23-0300",NA,2,"Ad",NA,"F","04/23","1F2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1988","Psocodea",2023,"F",1,"C","Forest",3,"ANI-23-0301",NA,1,"Ad",NA,"F","04/23","1F3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1989","Psocodea",2023,"F",1,"C","Forest",5,"ANI-23-0303",NA,4,"Ad",NA,"F","04/23","1F5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1990","Psocodea",2023,"F",2,"C","Forest",2,"ANI-23-0320",NA,1,"Ad",NA,"F","04/23","2F2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1991","Psocodea",2023,"F",2,"C","Forest",3,"ANI-23-0321",NA,1,"Ad",NA,"F","04/23","2F3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1992","Psocodea",2023,"F",2,"C","Forest",4,"ANI-23-0322",NA,1,"Ad",NA,"F","04/23","2F4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1993","Psocodea",2023,"F",2,"C","Forest",5,"ANI-23-0323",NA,2,"Ad",NA,"F","04/23","2F5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1994","Psocodea",2023,"F",3,"C","Forest",1,"ANI-23-0339",NA,2,"Ad",NA,"F","04/23","3F1","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1995","Psocodea",2023,"F",3,"C","Forest",2,"ANI-23-0340",NA,1,"Ad",NA,"F","04/23","3F2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1996","Psocodea",2023,"F",3,"C","Forest",5,"ANI-23-0343",NA,1,"Ad",NA,"F","04/23","3F5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1997","Psocodea",2023,"AF",1,"C","LSA",1,"ANI-23-0289",NA,6,"Ad",NA,"AF_LSA","04/23","1AF_LSA1","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1998","Psocodea",2023,"AF",1,"C","LSA",2,"ANI-23-0291",NA,1,"Ad",NA,"AF_LSA","04/23","1AF_LSA2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"1999","Psocodea",2023,"AF",1,"C","LSA",3,"ANI-23-0293",NA,2,"Ad",NA,"AF_LSA","04/23","1AF_LSA3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"2000","Psocodea",2023,"AF",1,"C","LSA",4,"ANI-23-0295",NA,6,"Ad",NA,"AF_LSA","04/23","1AF_LSA4","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"2001","Psocodea",2023,"AF",1,"C","LSA",5,"ANI-23-0297",NA,1,"Ad",NA,"AF_LSA","04/23","1AF_LSA5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"2002","Psocodea",2023,"AF",2,"C","LSA",1,"ANI-23-0309",NA,1,"Ad",NA,"AF_LSA","04/23","2AF_LSA1","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"2003","Psocodea",2023,"AF",2,"C","LSA",2,"ANI-23-0311",NA,1,"Ad",NA,"AF_LSA","04/23","2AF_LSA2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"2004","Psocodea",2023,"AF",2,"C","LSA",3,"ANI-23-0313",NA,1,"Ad",NA,"AF_LSA","04/23","2AF_LSA3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"2005","Psocodea",2023,"AF",3,"C","LSA",2,"ANI-23-0331",NA,1,"Ad",NA,"AF_LSA","04/23","3AF_LSA2","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"2006","Psocodea",2023,"AF",3,"C","LSA",3,"ANI-23-0333",NA,1,"Ad",NA,"AF_LSA","04/23","3AF_LSA3","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
"2007","Psocodea",2023,"AF",3,"C","LSA",5,"ANI-23-0337",NA,1,"Ad",NA,"AF_LSA","04/23","3AF_LSA5","Famille","Psocodea Hennig, 1966","Psocidae","Psocodea","Insecta","Arthropoda"
