"","kingdom","phylum","class","order","family","genus","species","abr_1_guild_level_2_AND","abr_2_guild_level_3_AND","abr_3_guild_level_4_AND","abr_4_guild_level_5_AND","abr_all_guild_level_AND","consumer","potential","interaction_matchName","resource_matchName"
"Spongospora sp.::Cluster_397","Eukaryota","Cercozoa","Phytomyxea","unassigned","unassigned","unassigned","Spongospora sp.","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Spongospora sp.::Cluster_466","Eukaryota","Cercozoa","Phytomyxea","unassigned","unassigned","unassigned","Spongospora sp.","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Spongospora sp.::Cluster_7","Eukaryota","Cercozoa","Phytomyxea","unassigned","unassigned","unassigned","Spongospora sp.","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Spongospora subterranea f. sp. nasturtii::Cluster_59","Eukaryota","Cercozoa","Phytomyxea","unassigned","unassigned","Spongospora","Spongospora subterranea f. sp. nasturtii","het_symbiotrophANDhet_unassignedANDmic_protistANDmic_unassigned","pro_unassignedANDsym_parasiteANDuna_unassigned","par_plant parasiteANDuna_unassigned","pla_unassignedANDuna_unassigned","het_sym_par_pla_unaANDhet_una_una_una_unaANDmic_pro_una_una_unaANDmic_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Spongospora subterranea f. sp. nasturtii::Cluster_793","Eukaryota","Cercozoa","Phytomyxea","unassigned","unassigned","Spongospora","Spongospora subterranea f. sp. nasturtii","het_symbiotrophANDhet_unassignedANDmic_protistANDmic_unassigned","pro_unassignedANDsym_parasiteANDuna_unassigned","par_plant parasiteANDuna_unassigned","pla_unassignedANDuna_unassigned","het_sym_par_pla_unaANDhet_una_una_una_unaANDmic_pro_una_una_unaANDmic_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Thalassomyxa sp.::Cluster_555","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","Thalassomyxa sp.","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thalassomyxa sp.::Cluster_713","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","Thalassomyxa sp.","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomastigidae environmental sample::Cluster_1012","Eukaryota","Cercozoa","Imbricatea","unassigned","unassigned","Nudifila","Thaumatomastigidae environmental sample","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomastigidae environmental sample::Cluster_110","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","Gyromitus","Thaumatomastigidae environmental sample","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomastigidae environmental sample::Cluster_1352","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","Gyromitus","Thaumatomastigidae environmental sample","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomastigidae environmental sample::Cluster_398","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","Gyromitus","Thaumatomastigidae environmental sample","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomastigidae environmental sample::Cluster_51","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","Gyromitus","Thaumatomastigidae environmental sample","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomastix::Cluster_1104","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","Thaumatomastix","unassigned","het_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","mic_microphytophageANDpro_unassignedANDuna_unassigned","mic_bacterivoreANDuna_unassigned","bac_unassignedANDuna_unassigned","het_mic_mic_bac_unaANDhet_una_una_una_unaANDmic_pro_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Thaumatomastix::Cluster_2968","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","Thaumatomastix","unassigned","het_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","mic_microphytophageANDpro_unassignedANDuna_unassigned","mic_bacterivoreANDuna_unassigned","bac_unassignedANDuna_unassigned","het_mic_mic_bac_unaANDhet_una_una_una_unaANDmic_pro_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Thaumatomastix::Cluster_586","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","Thaumatomastix","unassigned","het_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","mic_microphytophageANDpro_unassignedANDuna_unassigned","mic_bacterivoreANDuna_unassigned","bac_unassignedANDuna_unassigned","het_mic_mic_bac_unaANDhet_una_una_una_unaANDmic_pro_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_111","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_115","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_1388","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_142","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_154","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_16","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_1726","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_198","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_208","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_231","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_253","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_267","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_27","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_3","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_548","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_72","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_740","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonadida::Cluster_746","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thaumatomonas sp.::Cluster_697","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","Thaumatomonas","Thaumatomonas sp.","het_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","mic_microphytophageANDpro_unassignedANDuna_unassigned","mic_bacterivoreANDuna_unassigned","bac_unassignedANDuna_unassigned","het_mic_mic_bac_unaANDhet_una_una_una_unaANDmic_pro_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Thaumatomonas::Cluster_1768","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","Thaumatomonas","unassigned","het_microbivoreANDhet_unassignedANDmic_protistANDmic_unassigned","mic_microphytophageANDpro_unassignedANDuna_unassigned","mic_bacterivoreANDuna_unassigned","bac_unassignedANDuna_unassigned","het_mic_mic_bac_unaANDhet_una_una_una_unaANDmic_pro_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_10","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1015","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1037","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1079","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1094","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1100","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1118","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1154","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1177","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_118","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1210","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1225","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1257","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1259","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1277","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1300","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1304","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1309","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_134","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1349","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1358","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_136","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1376","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1410","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_143","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1451","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1468","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_149","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1490","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1532","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1622","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1671","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1698","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_17","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_175","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_18","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_180","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_181","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1823","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1905","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1908","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_195","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1955","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_1958","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_197","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_2","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_201","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_202","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_2057","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_2069","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_212","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_2165","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_224","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_2434","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_252","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_257","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_264","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_2723","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_273","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_2738","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_278","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_2798","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_3001","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_3035","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_3057","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_32","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_333","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_339","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_346","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_351","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_359","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_375","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_39","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_391","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_40","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_415","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_4296","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_44","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_454","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_47","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_491","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_50","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_511","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_54","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_542","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_546","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_552","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_570","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_61","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_626","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_635","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Thecofilosea::Cluster_647","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
