"","method","Id_campaign","Year","usage_bloc","rang","arbre","id_sample","Valid.Name","abundance","name","rankName","fullName","genusName","familyName","orderName","className","phylumName"
"1035","rameau",192,2023,"F_2_rang2_arbre21",NA,NA,"ANI-23-0651","Gracillariidae",8,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1036","rameau",192,2023,"F_2_rang2_arbre21",NA,NA,"ANI-23-0651","Macrosaccus robiniella",3,"Macrosaccus robiniella","Espèce","Macrosaccus robiniella (Clemens, 1860)","Macrosaccus","Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1037","rameau",192,2023,"F_2_rang2_arbre21",NA,NA,"ANI-23-0651","Parasitoide",7,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1038","rameau",192,2023,"F_2_rang2_arbre21",NA,NA,"ANI-23-0651","Gracillariidae",49,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1039","rameau",192,2023,"F_2_rang2_arbre21",NA,NA,"ANI-23-0651","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1040","rameau",192,2023,"F_2_rang3_arbre02",NA,NA,"ANI-23-0652","Aphis ",2,"Aphis craccivora","Espèce","Aphis craccivora Koch, 1854","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda"
"1041","rameau",192,2023,"F_2_rang3_arbre02",NA,NA,"ANI-23-0652","Psocodea",3,"Psocodea","Ordre","Psocodea Hennig, 1966",NA,NA,"Psocodea","Insecta","Arthropoda"
"1042","rameau",192,2023,"F_2_rang3_arbre02",NA,NA,"ANI-23-0652","Forficulidae",1,"Guanchia pubescens","Espèce","Guanchia pubescens (Géné, 1837)","Guanchia","Forficulidae","Dermaptera","Insecta","Arthropoda"
"1043","rameau",192,2023,"F_2_rang3_arbre02",NA,NA,"ANI-23-0652","Parasitoide",3,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1044","rameau",192,2023,"F_2_rang3_arbre02",NA,NA,"ANI-23-0652","Gracillariidae",37,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1045","rameau",192,2023,"F_2_rang3_arbre02",NA,NA,"ANI-23-0652","Gracillariidae",18,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1046","rameau",192,2023,"F_2_rang3_arbre02",NA,NA,"ANI-23-0652","Macrosaccus robiniella",1,"Macrosaccus robiniella","Espèce","Macrosaccus robiniella (Clemens, 1860)","Macrosaccus","Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1047","rameau",192,2023,"F_2_rang3_arbre02",NA,NA,"ANI-23-0652","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1048","rameau",192,2023,"F_2_rang3_arbre02",NA,NA,"ANI-23-0652","Gracillariidae",41,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1049","rameau",192,2023,"F_2_rang3_arbre02",NA,NA,"ANI-23-0652","Araneae",1,"Clubionidae","Famille","Clubionidae Wagner, 1887",NA,"Clubionidae","Araneae","Arachnida","Arthropoda"
"1050","rameau",192,2023,"F_2_rang3_arbre02",NA,NA,"ANI-23-0652","Parasitoide",12,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1051","rameau",192,2023,"F_2_rang3_arbre10",NA,NA,"ANI-23-0653","Gracillariidae",1,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1052","rameau",192,2023,"F_2_rang3_arbre10",NA,NA,"ANI-23-0653","Gracillariidae",2,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1053","rameau",192,2023,"F_2_rang3_arbre10",NA,NA,"ANI-23-0653","Parasitoide",10,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1054","rameau",192,2023,"F_2_rang3_arbre10",NA,NA,"ANI-23-0653","Gracillariidae",20,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1055","rameau",192,2023,"F_2_rang3_arbre10",NA,NA,"ANI-23-0653","Gracillariidae",6,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1056","rameau",192,2023,"F_2_rang3_arbre10",NA,NA,"ANI-23-0653","Macrosaccus robiniella",1,"Macrosaccus robiniella","Espèce","Macrosaccus robiniella (Clemens, 1860)","Macrosaccus","Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1057","rameau",192,2023,"F_2_rang3_arbre10",NA,NA,"ANI-23-0653","Parasitoide",4,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1058","rameau",192,2023,"F_2_rang3_arbre10",NA,NA,"ANI-23-0653","Gracillariidae",51,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1059","rameau",192,2023,"F_2_rang3_arbre10",NA,NA,"ANI-23-0653","Parasitoide",3,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1060","rameau",192,2023,"F_2_rang3_arbre21",NA,NA,"ANI-23-0654","Gracillariidae",5,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1061","rameau",192,2023,"F_2_rang3_arbre21",NA,NA,"ANI-23-0654","Psocodea",1,"Psocodea","Ordre","Psocodea Hennig, 1966",NA,NA,"Psocodea","Insecta","Arthropoda"
"1062","rameau",192,2023,"F_2_rang3_arbre21",NA,NA,"ANI-23-0654","Parasitoide",23,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1063","rameau",192,2023,"F_2_rang3_arbre21",NA,NA,"ANI-23-0654","Gracillariidae",17,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1064","rameau",192,2023,"F_2_rang3_arbre21",NA,NA,"ANI-23-0654","Gracillariidae",6,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1065","rameau",192,2023,"F_2_rang3_arbre21",NA,NA,"ANI-23-0654","Macrosaccus robiniella",2,"Macrosaccus robiniella","Espèce","Macrosaccus robiniella (Clemens, 1860)","Macrosaccus","Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1066","rameau",192,2023,"F_2_rang3_arbre21",NA,NA,"ANI-23-0654","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1067","rameau",192,2023,"F_2_rang3_arbre21",NA,NA,"ANI-23-0654","Gracillariidae",20,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1068","rameau",192,2023,"F_2_rang4_arbre02",NA,NA,"ANI-23-0655","Gracillariidae",1,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1069","rameau",192,2023,"F_2_rang4_arbre02",NA,NA,"ANI-23-0655","Gracillariidae",1,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1070","rameau",192,2023,"F_2_rang4_arbre02",NA,NA,"ANI-23-0655","Psocodea",1,"Psocodea","Ordre","Psocodea Hennig, 1966",NA,NA,"Psocodea","Insecta","Arthropoda"
"1071","rameau",192,2023,"F_2_rang4_arbre02",NA,NA,"ANI-23-0655","Araneae",1,"Araneae","Ordre","Araneae",NA,NA,"Araneae","Arachnida","Arthropoda"
"1072","rameau",192,2023,"F_2_rang4_arbre02",NA,NA,"ANI-23-0655","Parasitoide",4,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1073","rameau",192,2023,"F_2_rang4_arbre02",NA,NA,"ANI-23-0655","Gracillariidae",23,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1074","rameau",192,2023,"F_2_rang4_arbre02",NA,NA,"ANI-23-0655","Gracillariidae",6,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1075","rameau",192,2023,"F_2_rang4_arbre02",NA,NA,"ANI-23-0655","Gracillariidae",23,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1076","rameau",192,2023,"F_2_rang4_arbre02",NA,NA,"ANI-23-0655","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1077","rameau",192,2023,"F_2_rang4_arbre10",NA,NA,"ANI-23-0656","Gracillariidae",1,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1078","rameau",192,2023,"F_2_rang4_arbre10",NA,NA,"ANI-23-0656","Psocodea",2,"Psocodea","Ordre","Psocodea Hennig, 1966",NA,NA,"Psocodea","Insecta","Arthropoda"
"1079","rameau",192,2023,"F_2_rang4_arbre10",NA,NA,"ANI-23-0656","Berginus tamarisci",1,"Berginus tamarisci","Espèce","Berginus tamarisci Wollaston, 1854","Berginus","Mycetophagidae","Coleoptera","Insecta","Arthropoda"
"1080","rameau",192,2023,"F_2_rang4_arbre10",NA,NA,"ANI-23-0656","Parasitoide",16,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1081","rameau",192,2023,"F_2_rang4_arbre10",NA,NA,"ANI-23-0656","Gracillariidae",29,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1082","rameau",192,2023,"F_2_rang4_arbre10",NA,NA,"ANI-23-0656","Gracillariidae",11,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1083","rameau",192,2023,"F_2_rang4_arbre10",NA,NA,"ANI-23-0656","Macrosaccus robiniella",1,"Macrosaccus robiniella","Espèce","Macrosaccus robiniella (Clemens, 1860)","Macrosaccus","Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1084","rameau",192,2023,"F_2_rang4_arbre10",NA,NA,"ANI-23-0656","Parasitoide",3,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1085","rameau",192,2023,"F_2_rang4_arbre10",NA,NA,"ANI-23-0656","Gracillariidae",54,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1086","rameau",192,2023,"F_2_rang4_arbre21",NA,NA,"ANI-23-0657","Gracillariidae",2,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1087","rameau",192,2023,"F_2_rang4_arbre21",NA,NA,"ANI-23-0657","Parasitoide",9,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1088","rameau",192,2023,"F_2_rang4_arbre21",NA,NA,"ANI-23-0657","Gracillariidae",32,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1089","rameau",192,2023,"F_2_rang4_arbre21",NA,NA,"ANI-23-0657","Gracillariidae",6,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1090","rameau",192,2023,"F_2_rang4_arbre21",NA,NA,"ANI-23-0657","Parasitoide",6,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1091","rameau",192,2023,"F_2_rang4_arbre21",NA,NA,"ANI-23-0657","Gracillariidae",40,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1092","rameau",192,2023,"F_2_rang4_arbre21",NA,NA,"ANI-23-0657","Formicidae",1,"Camponotus piceus","Espèce","Camponotus piceus (Leach, 1825)","Camponotus","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1093","rameau",192,2023,"F_2_rang5_arbre02",NA,NA,"ANI-23-0658","Gracillariidae",1,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1094","rameau",192,2023,"F_2_rang5_arbre02",NA,NA,"ANI-23-0658","Aphis ",46,"Aphis craccivora","Espèce","Aphis craccivora Koch, 1854","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda"
"1095","rameau",192,2023,"F_2_rang5_arbre02",NA,NA,"ANI-23-0658","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1096","rameau",192,2023,"F_2_rang5_arbre02",NA,NA,"ANI-23-0658","Gracillariidae",14,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1097","rameau",192,2023,"F_2_rang5_arbre02",NA,NA,"ANI-23-0658","Gracillariidae",10,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1098","rameau",192,2023,"F_2_rang5_arbre02",NA,NA,"ANI-23-0658","Macrosaccus robiniella",1,"Macrosaccus robiniella","Espèce","Macrosaccus robiniella (Clemens, 1860)","Macrosaccus","Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1099","rameau",192,2023,"F_2_rang5_arbre02",NA,NA,"ANI-23-0658","Gracillariidae",15,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1100","rameau",192,2023,"F_2_rang5_arbre02",NA,NA,"ANI-23-0658","Parasitoide",5,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1101","rameau",192,2023,"F_2_rang5_arbre02",NA,NA,"ANI-23-0658","Formicidae",1,"Camponotus piceus","Espèce","Camponotus piceus (Leach, 1825)","Camponotus","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1102","rameau",192,2023,"F_2_rang5_arbre11",NA,NA,"ANI-23-0659","Psocodea",1,"Psocodea","Ordre","Psocodea Hennig, 1966",NA,NA,"Psocodea","Insecta","Arthropoda"
"1103","rameau",192,2023,"F_2_rang5_arbre11",NA,NA,"ANI-23-0659","Parasitoide",5,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1104","rameau",192,2023,"F_2_rang5_arbre11",NA,NA,"ANI-23-0659","Gracillariidae",32,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1105","rameau",192,2023,"F_2_rang5_arbre11",NA,NA,"ANI-23-0659","Gracillariidae",6,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1106","rameau",192,2023,"F_2_rang5_arbre11",NA,NA,"ANI-23-0659","Macrosaccus robiniella",2,"Macrosaccus robiniella","Espèce","Macrosaccus robiniella (Clemens, 1860)","Macrosaccus","Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1107","rameau",192,2023,"F_2_rang5_arbre11",NA,NA,"ANI-23-0659","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1108","rameau",192,2023,"F_2_rang5_arbre11",NA,NA,"ANI-23-0659","Gracillariidae",23,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1109","rameau",192,2023,"F_2_rang5_arbre11",NA,NA,"ANI-23-0659","Hemiptera",1,"Halyomorpha halys","Espèce","Halyomorpha halys (Stål, 1855)","Halyomorpha","Pentatomidae","Hemiptera","Insecta","Arthropoda"
"1110","rameau",192,2023,"F_2_rang5_arbre20",NA,NA,"ANI-23-0660","Psocodea",1,"Psocodea","Ordre","Psocodea Hennig, 1966",NA,NA,"Psocodea","Insecta","Arthropoda"
"1111","rameau",192,2023,"F_2_rang5_arbre20",NA,NA,"ANI-23-0660","Corticariinae",1,"Corticariinae","Sous-Famille","Corticariinae Curtis, 1829",NA,"Latridiidae","Coleoptera","Insecta","Arthropoda"
"1112","rameau",192,2023,"F_2_rang5_arbre20",NA,NA,"ANI-23-0660","Parasitoide",12,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1113","rameau",192,2023,"F_2_rang5_arbre20",NA,NA,"ANI-23-0660","Gracillariidae",34,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1114","rameau",192,2023,"F_2_rang5_arbre20",NA,NA,"ANI-23-0660","Gracillariidae",18,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1115","rameau",192,2023,"F_2_rang5_arbre20",NA,NA,"ANI-23-0660","Parasitoide",6,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1116","rameau",192,2023,"F_2_rang5_arbre20",NA,NA,"ANI-23-0660","Gracillariidae",25,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1117","rameau",192,2023,"F_2_rang5_arbre20",NA,NA,"ANI-23-0660","Parasitoide",4,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1118","rameau",192,2023,"F_2_rang6_arbre02",NA,NA,"ANI-23-0661","Gracillariidae",1,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1119","rameau",192,2023,"F_2_rang6_arbre02",NA,NA,"ANI-23-0661","Aphis ",180,"Aphis craccivora","Espèce","Aphis craccivora Koch, 1854","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda"
"1120","rameau",192,2023,"F_2_rang6_arbre02",NA,NA,"ANI-23-0661","Psocodea",2,"Psocodea","Ordre","Psocodea Hennig, 1966",NA,NA,"Psocodea","Insecta","Arthropoda"
"1121","rameau",192,2023,"F_2_rang6_arbre02",NA,NA,"ANI-23-0661","Parasitoide",3,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1122","rameau",192,2023,"F_2_rang6_arbre02",NA,NA,"ANI-23-0661","Gracillariidae",9,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1123","rameau",192,2023,"F_2_rang6_arbre02",NA,NA,"ANI-23-0661","Gracillariidae",1,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1124","rameau",192,2023,"F_2_rang6_arbre02",NA,NA,"ANI-23-0661","Gracillariidae",13,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1125","rameau",192,2023,"F_2_rang6_arbre02",NA,NA,"ANI-23-0661","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1126","rameau",192,2023,"F_2_rang6_arbre02",NA,NA,"ANI-23-0661","Formicidae",2,"Camponotus piceus","Espèce","Camponotus piceus (Leach, 1825)","Camponotus","Formicidae","Hymenoptera","Insecta","Arthropoda"
"1127","rameau",192,2023,"F_2_rang6_arbre09",NA,NA,"ANI-23-0662","Gracillariidae",1,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1128","rameau",192,2023,"F_2_rang6_arbre09",NA,NA,"ANI-23-0662","Parasitoide",20,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1129","rameau",192,2023,"F_2_rang6_arbre09",NA,NA,"ANI-23-0662","Gracillariidae",28,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1130","rameau",192,2023,"F_2_rang6_arbre09",NA,NA,"ANI-23-0662","Gracillariidae",11,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1131","rameau",192,2023,"F_2_rang6_arbre09",NA,NA,"ANI-23-0662","Parasitoide",2,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1132","rameau",192,2023,"F_2_rang6_arbre09",NA,NA,"ANI-23-0662","Gracillariidae",34,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1133","rameau",192,2023,"F_2_rang6_arbre09",NA,NA,"ANI-23-0662","Coleoptera",1,"Lebiinae","Sous-Famille","Lebiinae Bonelli, 1810",NA,"Carabidae","Coleoptera","Insecta","Arthropoda"
"1134","rameau",192,2023,"F_2_rang6_arbre09",NA,NA,"ANI-23-0662","Parasitoide",2,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1135","rameau",192,2023,"F_2_rang6_arbre20",NA,NA,"ANI-23-0663","Gracillariidae",2,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1136","rameau",192,2023,"F_2_rang6_arbre20",NA,NA,"ANI-23-0663","Araneae",1,"Araneae","Ordre","Araneae",NA,NA,"Araneae","Arachnida","Arthropoda"
"1137","rameau",192,2023,"F_2_rang6_arbre20",NA,NA,"ANI-23-0663","Parasitoide",13,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1138","rameau",192,2023,"F_2_rang6_arbre20",NA,NA,"ANI-23-0663","Gracillariidae",28,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1139","rameau",192,2023,"F_2_rang6_arbre20",NA,NA,"ANI-23-0663","Gracillariidae",13,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1140","rameau",192,2023,"F_2_rang6_arbre20",NA,NA,"ANI-23-0663","Parasitoide",10,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1141","rameau",192,2023,"F_2_rang6_arbre20",NA,NA,"ANI-23-0663","Gracillariidae",69,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1142","rameau",192,2023,"F_2_rang6_arbre20",NA,NA,"ANI-23-0663","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1143","rameau",192,2023,"F_3_rang2_arbre04",NA,NA,"ANI-23-0664","Gracillariidae",2,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1144","rameau",192,2023,"F_3_rang2_arbre04",NA,NA,"ANI-23-0664","Psocodea",1,"Psocodea","Ordre","Psocodea Hennig, 1966",NA,NA,"Psocodea","Insecta","Arthropoda"
"1145","rameau",192,2023,"F_3_rang2_arbre04",NA,NA,"ANI-23-0664","Parmulini",1,"Parmulini","Tribu","Parmulini Poey, 1854",NA,"Corylophidae","Coleoptera","Insecta","Arthropoda"
"1146","rameau",192,2023,"F_3_rang2_arbre04",NA,NA,"ANI-23-0664","Hymenoptera",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1147","rameau",192,2023,"F_3_rang2_arbre04",NA,NA,"ANI-23-0664","Parasitoide",4,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1148","rameau",192,2023,"F_3_rang2_arbre04",NA,NA,"ANI-23-0664","Gracillariidae",21,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1149","rameau",192,2023,"F_3_rang2_arbre04",NA,NA,"ANI-23-0664","Gracillariidae",5,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1150","rameau",192,2023,"F_3_rang2_arbre04",NA,NA,"ANI-23-0664","Macrosaccus robiniella",1,"Macrosaccus robiniella","Espèce","Macrosaccus robiniella (Clemens, 1860)","Macrosaccus","Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1151","rameau",192,2023,"F_3_rang2_arbre04",NA,NA,"ANI-23-0664","Parasitoide",3,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"1152","rameau",192,2023,"F_3_rang2_arbre04",NA,NA,"ANI-23-0664","Gracillariidae",18,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"1153","rameau",192,2023,"F_3_rang2_arbre04",NA,NA,"ANI-23-0664","Cicadellidae",1,"Cicadellidae","Famille","Cicadellidae Latreille, 1802",NA,"Cicadellidae","Hemiptera","Insecta","Arthropoda"
"1154","rameau",192,2023,"F_3_rang2_arbre04",NA,NA,"ANI-23-0664","Hemiptera",1,"Piezodorus","Genre","Piezodorus Fieber, 1860","Piezodorus","Pentatomidae","Hemiptera","Insecta","Arthropoda"
"1155","rameau",192,2023,"F_3_rang2_arbre04",NA,NA,"ANI-23-0664","Parasitoide",3,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
